user_id,sleep_score,day_index,is_weekend,bedtime_hour,wake_hour,sleep_duration_hours,bedtime_regularity_hours,caffeine_mg,last_caffeine_hour,alcohol_units_per_day,exercise_minutes,exercise_end_hour,screen_minutes_last_90,stress,is_sick,is_exam_week,is_holiday
3,0.7,7,0,0.6,7.6,7,0.5,294.1,14.2,0.8,20.2,19.7,94.4,2.9,0,0,0
3,0.7,8,0,23.8,6.5,6.7,0.6,38.6,16.5,1.3,26.3,20,44.2,4.6,0,0,0
3,0.8,9,0,0.2,7,6.8,0.7,165.6,14.8,1.4,21.6,18.2,93,2,0,0,0
3,0.7,10,0,2.9,10.5,7.7,0.9,24.3,13.3,0.8,18,17.1,79.6,2.3,0,0,0
3,0.7,11,0,0.6,7.3,6.7,0.9,150.1,15.6,1.3,28,20.2,59.2,3.6,0,0,0
3,0.5,12,1,1.7,11.8,10.2,1,225.5,18.2,0.7,36.6,19.4,93.5,3.2,0,0,0
3,0.5,13,1,3.8,14.1,10.3,1.4,165,15.2,0.3,38.5,17.8,37.4,2.4,0,0,0
3,0.7,14,0,3.3,10.5,7.2,1.5,134.3,12.5,1.7,11.3,22.9,79.7,3.6,0,0,0
3,0.7,15,0,0.6,7.1,6.5,1.4,71,17.1,0,14.7,20.4,102.7,2.9,0,0,0
3,0.7,16,0,1.2,8.1,6.9,1.2,224.9,17.9,0.4,3.9,19.8,117.7,2.3,0,0,0
3,0.8,17,0,0.7,7.5,6.8,1.2,186.3,12.1,0,36.2,22.3,75.1,3,0,0,0
3,0.7,18,0,0.4,7,6.6,1.3,133.8,17.8,0,17.9,16,110.2,3,0,0,0
3,0.6,19,1,1.3,11,9.7,1.3,0,14.1,0.7,24.8,19.5,69.2,2.8,0,0,0
3,0.6,20,1,1.4,11.2,9.7,0.9,269.2,15.5,1.8,34.8,18.9,75.1,2.8,0,0,0
3,0.7,21,0,1,8,7,0.4,81.2,14.1,2.9,17.9,17.6,93.5,3.5,0,0,0
3,0.7,22,0,0.6,7.2,6.6,0.4,63.2,16,1.1,42.2,19.2,82.2,5,0,0,0
3,0.7,23,0,1.3,7.6,6.2,0.4,108.1,13.2,0.5,21.1,17.6,72.8,3.3,0,0,0
3,0.7,24,0,23.8,6.7,6.9,0.6,83.5,17.1,4,26.8,19,63.2,2.3,0,0,0
3,0.6,25,0,0.3,7.2,6.9,0.6,258.5,16.9,2.7,20.7,17.2,74.9,1.7,0,0,0
3,0.7,26,1,1.3,10.9,9.6,0.6,285.4,14.8,1.1,27.7,20.2,78.1,1.7,0,1,0
3,0.5,27,1,0,9.4,9.4,0.6,55.2,19.2,3.2,14.3,16.6,77.7,2.7,0,1,0
3,0.7,28,0,1.2,8.2,7,0.6,182.6,15.5,0,28,19,108.7,1.9,0,1,0
3,0.7,29,0,23.8,6.2,6.4,0.7,212.9,17,1.9,24.8,19.4,99.1,3.1,0,1,0
3,0.7,30,0,0.5,7.1,6.6,0.6,101.4,17.7,2,19.4,21.4,83.3,3,0,1,0
3,0.7,31,0,1.7,9.2,7.6,0.6,19.8,14.5,0.8,35.7,21.4,74,2.2,0,0,0
3,0.6,32,0,0.9,7.4,6.6,0.6,176.4,19.9,1.7,23.8,18.5,116.5,2.9,0,0,0
3,0.6,33,1,1.9,11.6,9.7,0.7,96.4,16.8,1.1,11.7,20.1,117.9,2.2,0,0,0
3,0.6,34,1,2.5,12.9,10.4,0.8,260.1,15.5,0.5,25.6,17.5,95.8,3.2,0,0,0
3,0.6,35,0,1,8.5,7.6,0.8,152.1,19.5,1.8,16.1,19,95.9,1.9,0,0,0
3,0.6,36,0,23.9,6.3,6.3,0.8,114.9,17.6,0.6,22.4,16.8,102.6,3.5,0,0,0
3,0.8,37,0,2.8,9.4,6.6,0.9,158.8,14.7,0.6,21.1,18.7,41.7,2.2,0,0,0
3,0.7,38,0,1.2,7.8,6.5,0.9,222.3,16,2.1,26.9,19.7,87,4,0,0,0
3,0.7,39,0,1.8,8.7,6.9,0.9,116,16.6,1.2,10.1,18.9,18.5,2.8,0,0,0
3,0.5,40,1,2.2,12.1,9.9,0.9,0,13.7,0.3,33.3,20.5,73.9,3.8,0,0,0
3,0.5,41,1,23.7,9.4,9.7,1.1,212.8,21.2,0.9,10.8,17.6,101.5,3.7,0,0,0
3,0.7,42,0,1.3,8.1,6.8,1,172,14.5,2.7,15.8,20.4,123.3,4.2,0,0,0
3,0.7,43,0,1.3,8.2,6.9,0.9,115,17.4,0,12.7,21,63.8,2.4,0,0,0
3,0.7,44,0,23.9,6.7,6.8,0.9,185,17.8,0.7,32.1,18.5,55.7,3.8,0,0,0
3,0.6,45,0,0.7,7.5,6.7,0.9,117.4,19.2,1,7.9,19.5,188.6,3.2,0,0,0
3,0.7,46,0,23.1,6.5,7.4,1,299.6,15.9,0,15.2,21.6,59.8,2.5,0,1,0
3,0.5,47,1,3.3,13.4,10.1,1.3,67,17.4,1.1,23.6,17,92.2,4.3,0,1,0
3,0.5,48,1,0.2,10,9.7,1.2,188.7,16.9,0,10.6,22.2,155.7,3,0,1,0
3,0.6,49,0,0.5,7.5,7.1,1.2,109.1,20.9,1.8,29.9,22.9,59.7,3.2,0,1,0
3,0.6,50,0,1.1,7,5.9,1.2,103.4,11.8,1.3,45.4,23,111.6,3.9,0,1,0
3,0.8,51,0,1.1,7.6,6.6,1.2,198.8,15.9,0.7,36.6,21.2,136.6,2.7,0,0,0
3,0.6,52,0,4.3,11.1,6.8,1.7,189.3,17.1,3.5,30.9,21.1,75.2,4.4,0,0,0
3,0.7,53,0,0.7,7.6,6.9,1.4,162.2,14.3,0,11,19.4,91.5,3.4,0,0,0
3,0.6,54,1,1,11.5,10.5,1.3,31.4,14.5,1.8,0,21,73.9,3.2,0,0,0
3,0.6,55,1,1.9,11.8,9.9,1.2,126.6,14.4,1.1,33.9,18.7,52.5,3.3,0,0,0
3,0.7,56,0,0.5,7.5,7.1,1.2,213.6,15.7,0.4,8.5,21.5,108.9,2.6,0,0,0
3,0.7,57,0,0.2,7.5,7.4,1.3,112.4,15.9,1.2,14.7,16.2,123.4,3.1,0,0,1
3,0.7,58,0,0.2,6.7,6.4,1.4,277.4,15.8,0.4,33.2,17.7,85.3,3,0,0,1
3,0.7,59,0,1.1,8.5,7.4,0.6,182.8,16.3,0.8,23,18.9,103.4,2.6,0,0,1
3,0.8,60,0,0.2,8.2,8,0.6,55.3,16.5,0,14.7,20.9,102.1,1.6,0,0,1
3,0.4,61,1,3.7,13.2,9.5,1.2,170.6,15.2,1.9,0,21,69.9,3.1,0,0,1
3,0.6,62,1,1.8,12,10.2,1.2,79.6,16.4,0,7.7,17.6,74.1,2.6,0,0,1
3,0.6,63,0,1.1,8.1,7,1.2,134.1,14.9,0,31.6,19.8,80.9,3.6,0,0,1
3,0.7,64,0,23.8,6.2,6.5,1.2,284,18.1,0,1.8,18.8,45.3,4.6,0,0,1
3,0.6,65,0,0.2,6.9,6.7,1.2,210.6,15.4,0.5,27.3,16.1,90.5,4,0,0,1
3,0.7,66,0,23.8,6,6.2,1.3,164.6,15.2,0,4.8,18.9,64.4,4.2,0,0,1
3,0.7,67,0,0.3,7.6,7.3,1.3,156.1,12.5,2.2,18.4,20.3,80.1,2.3,0,0,1
3,0.4,68,1,3.1,12.9,9.8,1.1,60.5,14,1.1,0,16.3,35.3,4.1,1,0,1
3,0.3,69,1,1.6,11.4,9.8,1.1,117.4,16.1,0,0,19,85.2,2.8,1,0,1
3,0.4,70,0,3,9.9,6.9,1.4,93.7,16.7,0.8,22.3,20.8,84.6,4.2,1,0,1
3,0.7,71,0,0.1,6.9,6.8,1.3,285,18.2,0.1,26.2,19.5,107.7,3.3,0,0,1
3,0.6,72,0,1.2,7.7,6.5,1.3,176.1,16.3,0.2,40.3,17.1,75.4,4.4,0,0,0
3,0.8,73,0,23.9,6.2,6.3,1.2,63.9,15.1,0,22.9,18.1,117.6,2,0,0,0
3,0.7,74,0,2.2,8.8,6.5,1.2,89.4,14.2,1.4,16.9,18.7,62.5,3.1,0,0,0
3,0.4,75,1,2,12,10,1,213.7,18.6,2,0,20.6,135.8,3.9,0,0,0
3,0.5,76,1,2.3,12.3,10,1.1,177.7,15.4,2,21.5,20.8,78.6,5,0,0,0
3,0.7,77,0,1.5,8.3,6.7,0.9,232.1,17.6,1.3,48.3,21.6,111.6,4.3,0,1,0
3,0.7,78,0,23.7,6.1,6.5,1,220.8,16.7,0.9,29,19.8,119.6,3.9,0,1,0
3,0.6,79,0,1.2,7.5,6.3,1,264.6,18.4,2.7,18.4,18.9,93.8,3.7,0,1,0
3,0.3,80,0,2.8,8.5,5.7,1,246.2,23,0,0,19.7,110.2,1.8,1,1,0
3,0.3,81,0,23.8,5.5,5.7,1.1,159.7,16.2,0.4,0,19.3,78.6,4.4,1,1,0
3,0.5,82,1,1.1,10.4,9.3,1.1,220.4,17,1.7,16.1,22.3,12.8,4.3,0,0,0
3,0.5,83,1,2.2,12.4,10.2,1.1,216,16.8,0.2,10.7,16.7,82,4.9,0,0,0
3,0.6,84,0,1.2,7.5,6.3,1.1,265.9,19.4,1.6,25.9,19.5,117.3,3,0,0,0
3,0.6,85,0,1,7.5,6.5,0.9,131.9,21.1,0.4,11.6,14.1,89.2,4.7,0,0,0
3,0.6,86,0,1.4,7.2,5.8,0.9,195.9,20.6,0.4,19.3,20.6,90.3,3.6,0,0,0
3,0.8,87,0,1.1,7.2,6.2,0.6,67.8,19.1,1.3,0,17.9,108.8,3.5,0,0,0
3,0.7,88,0,2.8,9.3,6.6,0.6,198.4,14.7,1,0,20.2,106.2,2.7,0,0,0
3,0.5,89,1,3,12.5,9.5,0.8,128.2,21.7,0,20,21.1,116.2,3.9,0,0,0
3,0.5,90,1,1.4,11.5,10.1,0.8,152.1,16.9,0.4,10.3,19.3,149.7,3.4,0,0,0
3,0.7,91,0,2.3,8.6,6.3,0.8,243.8,15.9,2.1,5.8,15.5,51.3,2,0,0,0
3,0.7,92,0,1.6,8.4,6.8,0.7,80.7,14.5,1.7,13.3,17.7,82.9,4.4,0,0,0
3,0.7,93,0,23.7,6.4,6.7,1.1,172.9,13.8,1.5,26.5,19.2,110.9,3.2,0,0,0
3,0.6,94,0,1.1,6.8,5.7,1.1,284,14.3,1.9,1.4,18.4,157.5,3.1,0,0,0
3,0.7,95,0,1.5,7.6,6.1,1,221.5,12.5,0.8,0,21.2,60,3.3,0,0,0
3,0.4,96,1,0.8,10.6,9.8,0.8,229.1,18.9,1.6,28,16.5,134.8,5,0,0,0
3,0.5,97,1,3.5,12.8,9.3,1.1,184.8,13.7,0,20.7,18.5,112.8,5,0,0,0
3,0.6,98,0,2,8.9,6.9,1.1,132.6,20.7,0.9,0,17.4,116.9,3,0,0,0
3,0.6,99,0,0.1,6.3,6.2,1.2,235.8,14.5,0,12.1,19.3,120.3,4.4,0,0,0
3,0.6,100,0,0,7,7,1.1,259.7,16.4,0,16,17.8,123.2,4.5,0,0,0
3,0.7,101,0,1.1,7.2,6.1,1.1,164.8,13.6,0,4.3,16.7,149.5,2.9,0,0,0
3,0.6,102,0,2.3,8.3,6,1.2,145,14.5,0.7,0,15.6,134.6,4.4,0,0,0
3,0.5,103,1,0.4,10.4,9.9,1.2,179.2,11.7,2.2,33.4,19,109.4,4.2,0,0,0
3,0.6,104,1,1.4,11.1,9.7,0.8,175.2,18.2,0.6,2.2,15.2,89.3,3.4,0,0,0
3,0.8,105,0,2.3,8.8,6.4,0.9,252.2,18.5,0,1.1,18.6,122.4,2.4,0,0,0
3,0.7,106,0,1.2,7.7,6.5,0.8,242.8,17.1,3.1,10.9,17.4,124.6,3.3,0,0,0
3,0.7,107,0,0.6,7,6.4,0.7,202.6,15.8,0.6,20.1,20.4,102.6,3.6,0,0,0
3,0.7,108,0,1.6,7.9,6.3,0.7,137,16,2.8,25.8,23,62,2.7,0,0,0
3,0.8,109,0,1.2,7.8,6.7,0.6,119.3,17.2,0.6,0,18.1,34.5,3.1,0,0,0
3,0.3,110,1,0.9,10.2,9.3,0.5,103.4,14.3,0,24.3,18.9,133.5,3.3,1,1,0
3,0.4,111,1,3.2,11.7,8.5,0.8,210.8,15.2,0,0,21.5,65,2.9,1,1,0
3,0.4,112,0,1,8.3,7.3,0.8,140.6,16.4,0,1.2,20,113.1,3.1,1,1,0
3,0.7,113,0,1,7.6,6.6,0.8,126.5,14.1,0,0.2,18.6,55,2.7,0,1,0
3,0.7,114,0,1.5,8.2,6.7,0.7,121.5,15.2,1.3,11.4,17.6,111.5,3.5,0,1,0
3,0.6,115,0,2,7.8,5.8,0.8,230.8,17.1,0.8,16.7,19.7,111,1.7,0,1,0
3,0.7,116,0,0.2,7.8,7.6,0.9,98.2,16.9,0.1,17.8,20.5,108.7,3.7,0,0,0
4,0.8,0,0,22.5,6,7.5,0.2,225.8,13.6,0.7,124.9,15.3,62.1,3,0,0,0
4,0.8,1,0,22.1,5.6,7.5,0.2,124.2,15.9,0.5,67.1,16.1,18,1.9,0,0,0
4,0.5,2,0,21.8,5.9,8.1,0.3,73.5,17.2,0.2,30,17.5,40.5,3.1,1,0,0
4,0.6,3,0,21.7,5.3,7.5,0.3,133,11.2,0.6,56,18.8,54.5,1.8,1,0,0
4,0.5,4,0,23.7,6.8,7.1,0.7,96.6,12.9,1.4,12.6,15,17,3,1,0,0
4,0.6,5,1,23.7,8.5,8.8,0.8,81.1,11.2,2.8,79,17.1,9.2,2.9,0,0,0
4,0.7,6,1,23.2,8.4,9.2,0.8,150.7,13.9,0,71.5,15.4,56.6,2.7,0,0,0
4,0.8,7,0,22.2,5.8,7.6,0.8,146.1,13.5,0.7,48.5,16.7,42.1,2,0,0,0
4,0.8,8,0,22.8,6.9,8.1,0.8,163.8,17.8,0,50.4,16.1,26.3,2,0,0,0
4,0.8,9,0,22.1,5.8,7.7,0.7,152.4,15.6,0,62.7,14.6,31.3,1.6,0,0,0
4,0.7,10,0,22.5,5.9,7.4,0.6,142.1,14.2,0,59.5,16.6,55.7,3,0,0,0
4,0.8,11,0,22.7,7,8.2,0.5,166.7,13.9,0,86.4,17.3,17.1,2.9,0,0,0
4,0.7,12,1,22.6,7.5,8.9,0.4,0,13,0.6,84.3,18.3,60.1,3.8,0,0,0
4,0.8,13,1,22.4,7.2,8.8,0.2,111.3,15.3,0,70.7,17,19.6,1.3,0,0,0
4,0.7,14,0,22.6,7.2,8.6,0.2,47.2,12.7,0.9,108.5,15.4,45.6,2.1,0,0,0
4,0.8,15,0,23,6.7,7.8,0.3,115.5,15,0.1,53.9,18,57,1.6,0,0,0
4,0.8,16,0,22.1,5.8,7.7,0.2,163.1,13.8,0,76.6,16.7,38.3,2.7,0,0,0
4,0.7,17,0,0.3,7.8,7.6,0.7,193.8,15.4,2,43.5,16.6,52.7,1.8,0,0,0
4,0.8,18,0,23.6,8.1,8.5,0.7,114.4,14.3,4.2,79.7,21.5,0,2.9,0,0,0
4,0.8,19,1,22.8,6.9,8.2,0.7,119.5,9.7,0.9,103.8,17.1,0,3,0,0,0
4,0.6,20,1,21.3,6.4,9.1,0.9,73.5,11.2,0.5,84.8,14.7,20.1,2.3,0,0,0
4,0.7,21,0,22.4,6,7.6,0.9,129.3,14.9,0.7,68.4,16.8,35.7,2.3,0,0,0
4,0.7,22,0,22.1,5.9,7.7,0.9,141.2,14.3,0.3,66.8,17.1,34.2,3.1,0,0,0
4,0.8,23,0,22.2,6.5,8.3,0.9,71.9,12.3,0,113.3,18.4,62.6,2.1,0,0,0
4,0.8,24,0,22.7,7,8.3,0.7,133.7,13.4,0,28.8,16,30.4,1.6,0,0,0
4,0.8,25,0,22.6,7,8.4,0.5,76.2,15.8,0,84.6,23,21.7,3.2,0,0,0
4,0.7,26,1,23.1,8,8.9,0.5,128.3,14.6,0,61.4,19.1,30.6,3.5,0,1,0
4,0.6,27,1,21.9,6.5,8.6,0.4,156.4,10.8,1.4,94.1,18.1,39.4,3.1,0,1,0
4,0.8,28,0,22,5.2,7.2,0.4,112.9,14.9,0.8,102.9,18.8,14.7,2.2,0,1,0
4,0.7,29,0,23.6,6,6.4,0.6,151.2,13.1,2,66.3,17.3,28.1,2.5,0,1,0
4,0.6,30,0,23,6.4,7.4,0.6,216.1,14.5,1.4,71.1,18.9,39.6,1.9,1,1,0
4,0.7,31,0,23.9,8.1,8.2,0.7,65.4,14.9,3.8,55.6,17.7,58.8,2.2,0,0,0
4,0.7,32,0,22.7,6.4,7.7,0.7,224.1,15.1,3,94.3,16.2,46.3,2.1,0,0,0
4,0.6,33,1,22.1,7,8.9,0.7,173.1,19,0.2,61.5,15.4,15.4,2.3,0,0,0
4,0.7,34,1,22.3,7.3,9,0.7,41.5,13.1,0.3,74.7,16.8,47.3,3.6,0,0,0
4,0.8,35,0,22.9,6.6,7.7,0.6,179,15.4,0,54,16.2,50.5,3.5,0,0,0
4,0.8,36,0,21.9,5.9,8,0.6,146.5,13,0,67.8,18.4,33.2,4.4,0,0,0
4,0.8,37,0,21.8,5.4,7.6,0.7,181.1,13.2,0,107,17.8,29.1,2.4,0,0,0
4,0.7,38,0,23.9,8.3,8.4,0.7,107.1,15.8,4.8,104.7,17,69.5,2.8,0,0,0
4,0.8,39,0,22.3,6.2,7.9,0.7,214.5,13.7,0.5,53.4,17.1,33.7,2.9,0,0,0
4,0.7,40,1,22.9,7.9,9,0.7,144.9,13.6,0.3,117.7,21,12.8,2.3,0,0,0
4,0.6,41,1,22.9,7.8,8.9,0.7,81.9,13.7,0.5,35.4,16,34.4,2.9,0,0,0
4,0.8,42,0,22.7,5.9,7.2,0.7,0,12.5,1.2,52.8,16.7,42.5,1,0,0,0
4,0.8,43,0,22.5,6,7.5,0.6,69.9,15.7,0,106,17.1,28.8,3.9,0,0,0
4,0.8,44,0,22.4,5.7,7.3,0.5,126.7,17.1,0.9,79.4,16.7,30.1,2.1,0,0,0
4,0.8,45,0,23.3,7,7.6,0.3,108.6,15.5,1.8,71,16.2,14.2,2.6,0,0,0
4,0.4,46,0,23.5,6.3,6.8,0.4,43.9,14.1,3.8,83.7,15.1,12.5,3.5,1,1,0
4,0.8,47,1,22.8,7.3,8.5,0.4,110.9,14,0,71.3,18.4,31.6,1.9,0,1,0
4,0.8,48,1,23.3,7.2,8,0.4,199.2,14.9,0.3,59.1,16.2,43.6,4.1,0,1,0
4,0.9,49,0,21.7,5,7.2,0.6,162.7,14.1,1.2,61.7,18.1,22.8,1.4,0,1,0
4,0.8,50,0,22.7,6.3,7.5,0.6,90.5,12.2,0.3,102.5,19,59.6,2.7,0,1,0
4,0.9,51,0,21.8,5.7,7.9,0.7,67,12.1,0,94.9,17.2,67,1.7,0,0,0
4,0.4,52,0,21.3,3.9,6.6,0.8,60.6,15.7,0,34.6,15.4,38.4,4.1,1,0,0
4,0.5,53,0,22.2,6.2,7.9,0.7,40,14.5,0,98.4,18.2,37.9,3.5,1,0,0
4,0.7,54,1,23,7.7,8.7,0.7,171.9,13.7,0.3,38.7,17.7,37.4,2.2,0,0,0
4,0.7,55,1,22.8,7.6,8.8,0.6,160.5,14.2,0,22.9,16,36.4,4,0,0,0
4,0.9,56,0,22.2,6.2,8,0.6,91.7,12.9,0,107.2,16.5,26.3,3.8,0,0,0
4,0.6,57,0,22.2,5.2,7,0.5,63.1,16.1,0.7,59.1,17.2,39.8,2.9,0,0,1
4,0.8,58,0,23.4,7,7.6,0.6,192.9,10.7,0.2,45,19,36.1,1.8,0,0,1
4,0.7,59,0,21.9,4.8,6.9,0.5,166.5,10.5,0.2,100.2,14.9,60.9,2.2,0,0,1
4,0.8,60,0,21.7,6,8.3,0.6,149.3,13.8,0.1,71.5,17.7,12.3,1.8,0,0,1
4,0.7,61,1,22.3,7.7,9.4,0.5,116.5,11.1,1.6,55.6,18.5,27.8,1.9,0,0,1
4,0.7,62,1,23,8.1,9.1,0.6,104.1,14.2,0,97.6,15.3,30.4,3,0,0,1
4,0.8,63,0,22.4,6,7.6,0.6,169.2,12.9,0.4,75.3,18.1,27.2,2.2,0,0,1
4,0.9,64,0,21.9,5,7.1,0.6,90.8,16.4,0.5,62.9,17.7,14.6,2,0,0,1
4,0.8,65,0,22.3,6,7.7,0.4,159.5,16.1,0,80.5,18.7,9.9,1.6,0,0,1
4,0.8,66,0,23.2,7.1,8,0.5,56.9,15,2.6,69.9,18.4,89.6,2.3,0,0,1
4,0.7,67,0,22.9,7.5,8.6,0.4,151,19.1,1,46.1,17.9,12.8,2.5,0,0,1
4,0.7,68,1,23.5,8.1,8.7,0.5,57,10.6,0,77.8,18.5,17.1,2.2,0,0,1
4,0.7,69,1,23.3,8.4,9.1,0.6,101,16.6,0,89.2,18.4,61.7,4,0,0,1
4,0.9,70,0,21.9,5.5,7.5,0.6,173.7,11.6,0.3,77.6,16.1,27.8,2.1,0,0,1
4,0.8,71,0,23.1,6.8,7.7,0.5,129.1,13.7,0,34.5,14.3,52.6,2.4,0,0,1
4,0.9,72,0,22.7,6,7.3,0.5,75.8,12.3,1.5,83.9,16.3,36.9,1.7,0,0,0
4,0.9,73,0,23.2,6.8,7.6,0.5,164.4,15.6,1.4,54,19.4,20.6,2.1,0,0,0
4,0.8,74,0,21.9,5.6,7.7,0.6,154.4,18.2,0.1,78.2,16,42.3,2.7,0,0,0
4,0.7,75,1,22.4,7,8.6,0.5,148.2,18.1,1.7,37.4,16,12.9,3.5,0,0,0
4,0.8,76,1,21.8,6.8,9,0.5,159.7,16.3,0,75.6,15.2,25.2,1.5,0,0,0
4,0.9,77,0,21.9,5.5,7.6,0.5,102.7,11.2,0,109,15.8,39.5,0.6,0,1,0
4,0.8,78,0,22.9,6.8,7.9,0.5,57.6,16.6,0.3,52.4,17.3,42.8,3.9,0,1,0
4,0.5,79,0,22.5,6.3,7.8,0.5,147.2,17.5,1.4,21.7,17.8,40.8,2.8,1,1,0
4,0.6,80,0,22.9,6.9,8,0.4,161.6,11.9,0.6,98,19,0,2.1,1,1,0
4,0.5,81,0,22.2,5.4,7.2,0.4,118.5,14.1,0,86.6,15.5,4.7,5,1,1,0
4,0.7,82,1,0.3,9.5,9.2,0.8,173.6,13.1,0.6,58.8,17.7,41.3,0.6,0,0,0
4,0.8,83,1,23,7.2,8.3,0.7,178.6,15.6,1.4,90.2,16.6,51.9,0.7,0,0,0
4,0.8,84,0,23.2,7.2,8,0.6,40.2,16.9,0,46.5,16.8,52.1,3.4,0,0,0
4,0.8,85,0,23.2,6.7,7.4,0.6,0,12.4,0,68.5,17.1,44.4,2.3,0,0,0
4,0.7,86,0,22.6,5.5,6.9,0.6,95.2,16.6,1,104.3,15.8,32.3,3.4,0,0,0
4,0.8,87,0,22.8,6.4,7.6,0.6,146.9,10.5,1.6,85.4,16.9,40.3,3.7,0,0,0
4,0.8,88,0,22.1,6.4,8.3,0.6,107.1,13.9,0,106.6,18.2,44.8,1.6,0,0,0
4,0.7,89,1,21.8,6.7,8.9,0.5,116.6,14.3,1.8,89.6,17,23.3,2.4,0,0,0
4,0.8,90,1,22.8,7.1,8.3,0.5,106.2,13.2,0,83.5,16.7,34.9,2.5,0,0,0
4,0.8,91,0,22.7,6.5,7.8,0.5,106.8,13.1,0,60.2,17.3,4.3,3.2,0,0,0
4,0.8,92,0,22.6,5.7,7,0.4,195.6,13.4,0.3,101.8,13.6,4.2,2,0,0,0
4,0.8,93,0,22.3,6.1,7.8,0.4,69.9,13.9,0.9,45.4,13.8,29.3,3.8,0,0,0
4,0.7,94,0,21.7,4.9,7.1,0.4,105.2,10.9,1.2,47.8,17.9,33,3,0,0,0
4,0.8,95,0,22.2,5.9,7.8,0.4,172.2,12.7,1.9,41.9,19.5,23.4,3.9,0,0,0
4,0.9,96,1,22.6,7.2,8.6,0.3,57,13.4,0.7,27.2,16.1,13.3,2.1,0,0,0
4,0.9,97,1,23.2,7.7,8.5,0.4,170.5,14,0.2,40.8,17.3,48.4,1.3,0,0,0
4,0.8,98,0,23.1,6.4,7.3,0.5,148.9,14.8,0.3,91.5,17.1,26,3.2,0,0,0
4,0.7,99,0,21.8,5.1,7.3,0.5,215.4,17.1,1.2,65.3,15.8,38.6,3.4,0,0,0
4,0.9,100,0,23.4,7.1,7.7,0.6,121.6,13.7,0,102.1,15.9,72.3,2.2,0,0,0
4,0.8,101,0,21.8,5.4,7.5,0.6,84.5,11.4,0,93.6,16.2,51.5,2.6,0,0,0
4,0.8,102,0,22.2,6.6,8.4,0.6,113.2,15.4,1,63.7,18.7,30.8,2.4,0,0,0
4,0.8,103,1,23.6,8.4,8.8,0.7,86.1,14,3.2,101.5,16.7,0,2.6,0,0,0
4,0.7,104,1,22.9,7.1,8.2,0.7,139.1,13.2,1.6,72.4,19.6,31.3,3.1,0,0,0
4,0.6,105,0,23,5.5,6.5,0.7,187.7,17.8,0.5,42.7,16.3,82.6,3.1,0,0,0
4,0.9,106,0,22.4,6.4,8,0.6,104.1,15.1,0,78.7,14.5,54.2,2.1,0,0,0
4,0.8,107,0,22.2,5.5,7.3,0.6,120.1,14.4,0,69.2,18.1,32.9,2.3,0,0,0
4,0.8,108,0,22.9,6.7,7.8,0.5,99.4,11.6,1.3,72.7,15.7,11.4,1.2,0,0,0
4,0.9,109,0,22,6.5,8.5,0.5,74,15.6,0,76,15.8,19.3,2.9,0,0,0
4,0.6,110,1,22.5,6.1,7.6,0.4,50.9,13.8,0.9,50.7,17,4.8,3.6,1,1,0
4,0.5,111,1,22.2,6.9,8.7,0.4,94.3,10.4,0,40.4,19.1,43.8,5,1,1,0
4,0.9,112,0,22.3,6.3,8,0.3,117.7,13.6,1,57,17.8,26,2.8,0,1,0
4,0.9,113,0,23.1,6.8,7.7,0.4,51.7,18.8,1.4,80.2,19.3,56,0.9,0,1,0
4,0.8,114,0,23.4,7.2,7.8,0.5,32.9,17.3,0.1,63.8,15.9,10,3,0,1,0
4,0.8,115,0,22.1,5.5,7.4,0.5,104.7,14.3,1.1,102.1,19.3,3.7,1.7,0,1,0
4,0.8,116,0,22,6,8,0.5,31.7,11.2,0.2,70.6,15.3,22.9,2.5,0,0,0
5,0.6,0,0,1.3,6.7,5.4,0.2,214.8,17.8,0.1,10.8,23,50.5,5,0,0,0
5,0.4,1,0,2.4,6.9,4.5,0.5,109,20.3,0.4,9.7,22.5,104.1,3.9,0,0,0
5,0.6,2,0,2.9,9.7,6.9,0.6,213.5,22.3,1.5,17.5,20.1,26.2,3.5,0,0,0
5,0.6,3,0,1.7,7.7,5.9,0.6,277.4,19.7,0.8,0,22.8,67.2,3.3,0,0,0
5,0.5,4,0,3.1,11.2,8.1,0.7,189.2,19.6,0.7,12.7,20.2,78.8,3.8,0,0,0
5,0.6,5,1,2.5,8.8,6.3,0.6,147.1,15.7,1.7,3.4,18.3,50,3.4,0,0,0
5,0.5,6,1,3.3,11,7.7,0.7,253.8,18.4,0,5.2,21.9,45.7,3.6,0,0,0
5,0.6,7,0,1.5,6.2,4.7,0.6,158.5,16,0,0,18.9,39.4,4.1,0,0,0
5,0.5,8,0,1.1,7.7,6.6,0.8,121.3,18.5,0,21.5,17.9,58.2,4.5,0,0,0
5,0.3,9,0,2.8,8,5.2,0.8,366.7,22.4,0,0,15.4,86.3,3.2,1,0,0
5,0.2,10,0,0.7,5.8,5.1,1,159.1,22.1,0,0,21.7,55.3,4.7,1,0,0
5,0.3,11,0,1.9,9.3,7.4,0.9,267.2,19.3,0,24.7,18.3,36.8,4.2,1,0,0
5,0.5,12,1,2.4,7.7,5.3,0.9,139.4,20.6,2.6,4.8,19.3,40,3.8,0,0,0
5,0.6,13,1,2,8.5,6.5,0.7,216.4,16.8,0,13.6,19.5,81.3,2.1,0,0,0
5,0.6,14,0,0.2,5.8,5.6,0.9,362.9,18.2,0.8,9.2,19.6,64.1,2.9,0,0,0
