CLIENT_ID,CLIENT_CREATE DATE,REGION,TRADE SECTOR,N_EMPLOYEES,ECONOMIC_POT,ECO_POT_CLASS,RISK_CAT
"00003895",2005-11-15 00:00:00,"PC",22100,2,7000.000,"D","3d"
"00001634",2005-11-15 00:00:00,"TN",42100,1311,6648.100,"D","2a"
"00012505",2005-11-15 00:00:00,"PD",41330,7,1156.270,"E","3d"
"00009626",2005-11-15 00:00:00,"PI",11000,3,4528.530,"E","2a"
"00008427",2005-11-15 00:00:00,"PI",11000,3,4528.530,"E","2a"
"00001266",2005-11-15 00:00:00,"PI",11000,3,4528.530,"E","2a"
"00001112",2005-11-15 00:00:00,"PI",11000,3,4528.530,"E","2a"
"00004106",2005-11-15 00:00:00,"PR",11000,5,7547.540,"D","3a"
"00007307",2005-11-15 00:00:00,"PI",11000,2,7000.000,"D","2a"
"00003076",2005-11-15 00:00:00,"RO",13500,9,6100.000,"D","2a"
"00004132",2005-11-15 00:00:00,"PR",11000,5,7547.540,"D","3d"
"00011643",2005-11-15 00:00:00,"PR",11000,5,7547.540,"D","3d"
"00013912",2005-11-15 00:00:00,"PR",11000,5,7547.540,"D","5d"
"00003886",2005-11-15 00:00:00,"PR",11000,5,7547.540,"D","T8"
"00003003",2005-11-15 00:00:00,"RO",13500,5,9400.380,"D","3d"
"00003255",2005-11-15 00:00:00,"RO",13500,4,8864.840,"D","3d"
"00009942",2005-11-15 00:00:00,"RO",13500,4,8864.840,"D","2a"
"00007437",2005-11-15 00:00:00,"RO",13500,4,8864.840,"D","2a"
"00010502",2005-11-15 00:00:00,"RO",13500,2,4432.420,"E","3d"
"00003014",2005-11-15 00:00:00,"RO",13500,2,4432.420,"E","3d"
"00008122",2005-11-15 00:00:00,"RO",13500,2,4432.420,"E","2a"
"00008740",2005-11-15 00:00:00,"RO",13500,1,7000.000,"D","3d"
"00004543",2005-11-15 00:00:00,"PD",41330,12,1749.320,"E","3a"
"00000657",2005-11-15 00:00:00,"PG",14400,1,453.930,"E","2a"
"00010593",2005-11-15 00:00:00,"PU",11000,2,3019.020,"E","3d"
"00009184",2005-11-15 00:00:00,"TN",42000,1,200.000,"E","3d"
"00007875",2005-11-15 00:00:00,"TN",22100,3,6792.690,"D","5d"
"00012313",2005-11-15 00:00:00,"TN",41600,4,8004.000,"D","3a"
"00012956",2005-11-15 00:00:00,"RM",21100,3,8472.810,"D","5d"
"00005447",2005-11-15 00:00:00,"PG",11100,5,5864.630,"E","3a"
"00005450",2005-11-15 00:00:00,"RM",21400,2,4236.400,"E","3d"
"00012367",2005-11-15 00:00:00,"TV",11000,5,7547.540,"D","T8"
"00009391",2005-11-15 00:00:00,"TV",11000,5,7547.540,"D","T8"
"00003222",2005-11-15 00:00:00,"TV",11000,5,7547.540,"D","3d"
"00013543",2005-11-15 00:00:00,"TV",11000,5,7547.540,"D","3a"
"00010308",2005-11-15 00:00:00,"TV",11000,5,7547.540,"D","3a"
"00007259",2005-11-15 00:00:00,"TV",11000,5,7547.540,"D","3a"
"00006900",2005-11-15 00:00:00,"TV",11000,5,7547.540,"D","3a"
"00003089",2005-11-15 00:00:00,"TV",11000,5,7547.540,"D","3a"
"00001763",2005-11-15 00:00:00,"TV",11000,5,7547.540,"D","3a"
"00012318",2005-11-15 00:00:00,"TV",11000,5,7547.540,"D","2a"
"00012134",2005-11-15 00:00:00,"TV",11000,5,7547.540,"D","2a"
"00009236",2005-11-15 00:00:00,"TV",11000,5,7547.540,"D","2a"
"00006660",2005-11-15 00:00:00,"TV",11000,5,7547.540,"D","2a"
"00005425",2005-11-15 00:00:00,"TN",13500,1,5000.000,"E","2a"
"00005159",2005-11-15 00:00:00,"RO",13500,1,2216.210,"E","3d"
"00013514",2005-11-15 00:00:00,"PC",22100,2,10000.000,"D","2a"
"00002866",2005-11-15 00:00:00,"PC",22100,3,6792.690,"D","3a"
"00011588",2005-11-15 00:00:00,"PC",22100,3,6792.690,"D","3a"
"00006147",2005-11-15 00:00:00,"PC",22100,3,6792.690,"D","3d"
"00006478",2005-11-15 00:00:00,"PC",22100,3,6792.690,"D","3d"
"00007769",2005-11-15 00:00:00,"TN",21100,4,11297.080,"D","2a"
"00005459",2005-11-15 00:00:00,"PC",22100,4,5000.000,"E","3d"
"00001062",2005-11-15 00:00:00,"RM",15200,5,8437.290,"D","T8"
"00008864",2005-11-15 00:00:00,"PC",22100,4,9056.920,"D","2a"
"00009380",2005-11-15 00:00:00,"PC",22100,4,9056.920,"D","3d"
"00002600",2005-11-15 00:00:00,"PC",22100,4,9056.920,"D","T8"
"00010632",2005-11-15 00:00:00,"RM",12100,1,2512.500,"E","T8"
"00002575",2005-11-15 00:00:00,"TN",13500,2,4432.420,"E","3a"
"00012275",2005-11-15 00:00:00,"PD",42200,2,1364.000,"E","T8"
"00004058",2005-11-15 00:00:00,"RO",13500,1,2216.210,"E","3d"
"00005236",2005-11-15 00:00:00,"SV",11000,2,3019.020,"E","2a"
"00002852",2005-11-15 00:00:00,"PC",22110,2,1805.120,"E","4c"
"00007477",2005-11-15 00:00:00,"SV",11000,2,3019.020,"E","2a"
"00012487",2005-11-15 00:00:00,"PC",22110,8,7000.000,"D","3a"
"00006151",2005-11-15 00:00:00,"PC",22110,15,9404.700,"D","3a"
"00014116",2005-11-15 00:00:00,"TN",13500,2,4432.420,"E","3a"
"00009425",2005-11-15 00:00:00,"SV",11000,2,3019.020,"E","2a"
"00004736",2005-11-15 00:00:00,"SV",11000,2,3019.020,"E","3a"
"00010406",2005-11-15 00:00:00,"SV",11000,2,3019.020,"E","3a"
"00014017",2005-11-15 00:00:00,"SV",11000,2,3019.020,"E","3a"
"00004904",2005-11-15 00:00:00,"SV",11000,2,3019.020,"E","3d"
"00006289",2005-11-15 00:00:00,"SV",11000,2,3019.020,"E","3d"
"00010372",2005-11-15 00:00:00,"RA",22100,1,2264.230,"E","3d"
"00008600",2005-11-15 00:00:00,"RA",22100,1,2264.230,"E","3d"
"00007048",2005-11-15 00:00:00,"RA",22100,1,2264.230,"E","3d"
"00004014",2005-11-15 00:00:00,"RA",22100,1,2264.230,"E","3d"
"00013292",2005-11-15 00:00:00,"RA",22100,1,2264.230,"E","3a"
"00003324",2005-11-15 00:00:00,"SV",11000,2,3019.020,"E","T8"
"00012620",2005-11-15 00:00:00,"RM",12210,3,7537.500,"D","3d"
"00009097",2005-11-15 00:00:00,"RA",22000,4,9056.920,"D","3a"
"00002466",2005-11-15 00:00:00,"RO",13500,1,2216.210,"E","3a"
"00008441",2005-11-15 00:00:00,"RO",13310,6,6294.990,"D","3d"
"00007210",2005-11-15 00:00:00,"RO",13310,6,6294.990,"D","2a"
"00000533",2005-11-15 00:00:00,"RO",13310,3,3291.900,"E","3d"
"00013499",2005-11-15 00:00:00,"RO",13310,1,1097.300,"E","3d"
"00002236",2005-11-15 00:00:00,"PR",11000,6,8659.810,"D","1d"
"00011365",2005-11-15 00:00:00,"PR",11000,6,8659.810,"D","2a"
"00013496",2005-11-15 00:00:00,"PI",11000,2,3019.020,"E","T8"
"00012913",2005-11-15 00:00:00,"PI",11000,2,3019.020,"E","T8"
"00008068",2005-11-15 00:00:00,"PI",11000,2,3019.020,"E","T8"
"00007582",2005-11-15 00:00:00,"PI",11000,2,3019.020,"E","T8"
"00000916",2005-11-15 00:00:00,"PI",11000,2,3019.020,"E","4d"
"00011094",2005-11-15 00:00:00,"PI",11000,2,3019.020,"E","3d"
"00009844",2005-11-15 00:00:00,"PI",11000,2,3019.020,"E","3d"
"00008429",2005-11-15 00:00:00,"PI",11000,2,3019.020,"E","3d"
"00003521",2005-11-15 00:00:00,"PI",11000,2,3019.020,"E","3d"
"00001216",2005-11-15 00:00:00,"PI",11000,2,3019.020,"E","3d"
"00001905",2005-11-15 00:00:00,"TN",13500,2,4432.420,"E","3d"
"00007038",2005-11-15 00:00:00,"TN",13500,2,4432.420,"E","3d"
"00014015",2005-11-15 00:00:00,"PU",11000,2,3019.020,"E","3d"
"00008583",2005-11-15 00:00:00,"PV",11000,3,4528.530,"E","3d"
"00004767",2005-11-15 00:00:00,"TO",11500,1,1509.510,"E","3d"
"00002511",2005-11-15 00:00:00,"TO",11500,1,1509.510,"E","3d"
"00003771",2005-11-15 00:00:00,"PV",11000,3,4528.530,"E","3d"
"00000788",2005-11-15 00:00:00,"PV",11000,3,4528.530,"E","3d"
"00003298",2005-11-15 00:00:00,"PV",11000,3,4528.530,"E","3b"
"00004210",2005-11-15 00:00:00,"PV",11000,3,4528.530,"E","3a"
"00008400",2005-11-15 00:00:00,"TV",11000,4,6038.040,"D","T8"
"00013588",2005-11-15 00:00:00,"TV",11000,4,6038.040,"D","3d"
"00012905",2005-11-15 00:00:00,"TV",11000,4,6038.040,"D","3d"
"00010016",2005-11-15 00:00:00,"TV",11000,4,6038.040,"D","3d"
"00009384",2005-11-15 00:00:00,"TV",11000,4,6038.040,"D","3d"
"00005110",2005-11-15 00:00:00,"TV",11000,4,6038.040,"D","3d"
"00012622",2005-11-15 00:00:00,"TV",11000,4,6038.040,"D","3a"
"00008660",2005-11-15 00:00:00,"TV",11000,4,6038.040,"D","3a"
"00006919",2005-11-15 00:00:00,"TV",11000,4,6038.040,"D","3a"
"00000700",2005-11-15 00:00:00,"TV",11000,4,6038.040,"D","3a"
"00000376",2005-11-15 00:00:00,"TV",11000,4,6038.040,"D","3a"
"00013500",2005-11-15 00:00:00,"TV",11000,4,6038.040,"D","2a"
"00013009",2005-11-15 00:00:00,"TV",11000,4,6038.040,"D","2a"
"00011990",2005-11-15 00:00:00,"TV",11000,4,6038.040,"D","2a"
"00008774",2005-11-15 00:00:00,"TV",11000,4,6038.040,"D","2a"
"00007890",2005-11-15 00:00:00,"TV",11000,4,6038.040,"D","2a"
"00007840",2005-11-15 00:00:00,"TV",11000,4,6038.040,"D","2a"
"00007723",2005-11-15 00:00:00,"TV",11000,4,6038.040,"D","2a"
"00003096",2005-11-15 00:00:00,"TV",11000,4,6038.040,"D","2a"
"00001747",2005-11-15 00:00:00,"TV",11000,4,6038.040,"D","2a"
"00005475",2005-11-15 00:00:00,"PC",22210,7,11984.770,"D","1a"
"00002744",2005-11-15 00:00:00,"PV",11000,3,4528.530,"E","2a"
"00009518",2005-11-15 00:00:00,"PC",24100,2,2855.840,"E","3d"
"00000719",2005-11-15 00:00:00,"PC",31500,1,835.000,"E","4d"
"00012894",2005-11-15 00:00:00,"RA",21700,3,5000.000,"E","5d"
"00014163",2005-11-15 00:00:00,"PC",31500,3,2505.000,"E","3d"
"00009827",2005-11-15 00:00:00,"TN",21100,4,11297.080,"D","2a"
"00013316",2005-11-15 00:00:00,"PC",32100,2,3034.000,"E","3d"
"00003114",2005-11-15 00:00:00,"PD",42200,10,9000.000,"D","3a"
"00001111",2005-11-15 00:00:00,"PR",11000,6,8659.810,"D","3a"
"00007211",2005-11-15 00:00:00,"TN",13500,2,4432.420,"E","3d"
"00010484",2005-11-15 00:00:00,"PI",11000,2,3019.020,"E","3a"
"00001340",2005-11-15 00:00:00,"PC",32200,7,10000.000,"D","3b"
"00004462",2005-11-15 00:00:00,"PI",11000,2,3019.020,"E","3a"
"00005044",2005-11-15 00:00:00,"PU",11000,5,7547.540,"D","3d"
"00012468",2005-11-15 00:00:00,"PV",11000,2,7000.000,"D","2a"
"00011242",2005-11-15 00:00:00,"RA",21100,4,11297.080,"D","3d"
"00006648",2005-11-15 00:00:00,"RA",21100,4,11297.080,"D","3d"
"00011437",2005-11-15 00:00:00,"RA",21100,4,5000.000,"E","3d"
"00008331",2005-11-15 00:00:00,"TO",11100,4,4691.720,"E","T8"
"00004165",2005-11-15 00:00:00,"RA",21100,3,8472.810,"D","3d"
"00002175",2005-11-15 00:00:00,"RA",21100,3,8472.810,"D","3d"
"00008668",2005-11-15 00:00:00,"RA",21100,3,8472.810,"D","3a"
"00011744",2005-11-15 00:00:00,"RA",21100,3,8472.810,"D","2a"
"00011018",2005-11-15 00:00:00,"RA",21100,3,8472.810,"D","2a"
"00010713",2005-11-15 00:00:00,"RA",21100,3,5000.000,"E","3d"
"00004082",2005-11-15 00:00:00,"TO",11100,4,4691.720,"E","2a"
"00012162",2005-11-15 00:00:00,"RA",21100,2,9000.000,"D","2a"
"00011893",2005-11-15 00:00:00,"PD",42200,13,3378.000,"E","T8"
"00002358",2005-11-15 00:00:00,"PR",11000,6,8659.810,"D","3d"
"00004362",2005-11-15 00:00:00,"PV",11000,2,7000.000,"D","2a"
"00005195",2005-11-15 00:00:00,"RM",13100,2,4625.500,"E","T8"
"00009608",2005-11-15 00:00:00,"TN",13500,2,4432.420,"E","3d"
"00006250",2005-11-15 00:00:00,"RO",11100,8,8457.410,"D","5a"
"00008607",2005-11-15 00:00:00,"SV",11000,3,4528.530,"E","2a"
"00005234",2005-11-15 00:00:00,"SV",11000,3,4528.530,"E","3a"
"00001326",2005-11-15 00:00:00,"SV",11000,3,4528.530,"E","3d"
"00012628",2005-11-15 00:00:00,"SV",11000,3,4528.530,"E","3d"
"00000411",2005-11-15 00:00:00,"SV",11000,3,4528.530,"E","T8"
"00005410",2005-11-15 00:00:00,"PR",11000,6,8659.810,"D","3d"
"00013709",2005-11-15 00:00:00,"RO",11000,9,11996.620,"D","2a"
"00010032",2005-11-15 00:00:00,"PD",42200,25,3947.000,"E","3d"
"00012503",2005-11-15 00:00:00,"TN",13500,2,4432.420,"E","3d"
"00012692",2005-11-15 00:00:00,"TN",13500,2,4432.420,"E","3d"
"00007357",2005-11-15 00:00:00,"TN",22100,4,9056.920,"D","2a"
"00009822",2005-11-15 00:00:00,"PD",42200,114,5269.000,"E","3d"
"00013309",2005-11-15 00:00:00,"TN",13500,2,4432.420,"E","3d"
"00003925",2005-11-15 00:00:00,"TN",13500,2,4432.420,"E","4d"
"00012198",2005-11-15 00:00:00,"RM",22100,3,5000.000,"E","3d"
"00007768",2005-11-15 00:00:00,"RM",22100,3,5000.000,"E","3d"
"00000465",2005-11-15 00:00:00,"RM",13310,1,1097.300,"E","3d"
"00013248",2005-11-15 00:00:00,"RM",13310,1,1097.300,"E","3d"
"00011781",2005-11-15 00:00:00,"PE",11000,2,3019.020,"E","3d"
"00013281",2005-11-15 00:00:00,"PE",11000,2,3019.020,"E","3d"
"00001477",2005-11-15 00:00:00,"RM",15300,1,751.880,"E","3d"
"00002082",2005-11-15 00:00:00,"RM",15300,1,751.880,"E","3d"
"00009117",2005-11-15 00:00:00,"RM",22100,3,5000.000,"E","3a"
"00009085",2005-11-15 00:00:00,"RM",21100,2,5648.540,"E","3a"
"00005632",2005-11-15 00:00:00,"PT",13500,2,7000.000,"D","3d"
"00005704",2005-11-15 00:00:00,"PT",13500,3,5000.000,"E","3d"
"00007697",2005-11-15 00:00:00,"TN",21100,4,11297.080,"D","3a"
"00007112",2005-11-15 00:00:00,"PU",15100,3,4571.880,"E","3d"
"00010978",2005-11-15 00:00:00,"TV",11000,3,4528.530,"E","T8"
"00000974",2005-11-15 00:00:00,"TV",11000,3,4528.530,"E","5d"
"00000808",2005-11-15 00:00:00,"TV",11000,3,4528.530,"E","5d"
"00008629",2005-11-15 00:00:00,"TV",11000,3,4528.530,"E","4d"
"00013918",2005-11-15 00:00:00,"TV",11000,3,4528.530,"E","3d"
"00013300",2005-11-15 00:00:00,"TV",11000,3,4528.530,"E","3d"
"00012316",2005-11-15 00:00:00,"TV",11000,3,4528.530,"E","3d"
"00010694",2005-11-15 00:00:00,"TV",11000,3,4528.530,"E","3d"
"00009482",2005-11-15 00:00:00,"TV",11000,3,4528.530,"E","3d"
"00008619",2005-11-15 00:00:00,"TV",11000,3,4528.530,"E","3d"
"00007695",2005-11-15 00:00:00,"TV",11000,3,4528.530,"E","3d"
"00006350",2005-11-15 00:00:00,"TV",11000,3,4528.530,"E","3d"
"00000449",2005-11-15 00:00:00,"TV",11000,3,4528.530,"E","3d"
"00011955",2005-11-15 00:00:00,"TV",11000,3,4528.530,"E","3a"
"00010272",2005-11-15 00:00:00,"TV",11000,3,4528.530,"E","3a"
"00009930",2005-11-15 00:00:00,"TV",11000,3,4528.530,"E","3a"
"00009468",2005-11-15 00:00:00,"TV",11000,3,4528.530,"E","3a"
"00003357",2005-11-15 00:00:00,"TV",11000,3,4528.530,"E","3a"
"00000234",2005-11-15 00:00:00,"TV",11000,3,4528.530,"E","2a"
"00001851",2005-11-15 00:00:00,"PT",13500,3,6648.630,"D","2a"
"00008951",2005-11-15 00:00:00,"TV",11000,2,9000.000,"D","2a"
"00011038",2005-11-15 00:00:00,"PC",32200,9,4000.000,"E","3a"
"00012714",2005-11-15 00:00:00,"PR",11000,6,8659.810,"D","T8"
"00004622",2005-11-15 00:00:00,"RM",15400,1,494.450,"E","3a"
"00002027",2005-11-15 00:00:00,"PI",11000,2,3019.020,"E","3a"
"00012558",2005-11-15 00:00:00,"RA",21100,2,5648.540,"E","3a"
"00001229",2005-11-15 00:00:00,"PC",33130,8,10515.000,"D","3d"
"00013545",2005-11-15 00:00:00,"TO",11000,9,11996.620,"D","3d"
"00000600",2005-11-15 00:00:00,"RA",21100,2,5648.540,"E","3a"
"00007223",2005-11-15 00:00:00,"PC",33800,10,4446.000,"E","3a"
"00000397",2005-11-15 00:00:00,"PI",11000,2,3019.020,"E","3a"
"00007623",2005-11-15 00:00:00,"PI",11000,2,3019.020,"E","2a"
"00002083",2005-11-15 00:00:00,"TO",11000,9,11996.620,"D","3d"
"00010796",2005-11-15 00:00:00,"TO",11000,9,11996.620,"D","3a"
"00002705",2005-11-15 00:00:00,"RA",21100,2,5648.540,"E","2a"
"00008661",2005-11-15 00:00:00,"PC",34120,11,9559.000,"D","3a"
"00000074",2005-11-15 00:00:00,"TO",11000,9,11996.620,"D","2d"
"00006185",2005-11-15 00:00:00,"PC",34130,15,11699.000,"D","3d"
"00006184",2005-11-15 00:00:00,"PC",34300,49,7155.000,"D","3d"
"00000517",2005-11-15 00:00:00,"TO",11000,9,11996.620,"D","2a"
"00000362",2005-11-15 00:00:00,"TO",11000,9,11996.620,"D","1a"
"00002642",2005-11-15 00:00:00,"PC",34300,174,10928.000,"D","2a"
"00007118",2005-11-15 00:00:00,"TO",11000,9,5000.000,"E","5d"
"00005735",2005-11-15 00:00:00,"PG",13500,6,10785.700,"D","3d"
"00005796",2005-11-15 00:00:00,"PG",13500,6,10785.700,"D","3a"
"00000859",2005-11-15 00:00:00,"RA",21100,1,7000.000,"D","3d"
"00000061",2005-11-15 00:00:00,"PI",11000,2,3019.020,"E","2a"
"00005495",2005-11-15 00:00:00,"RO",11000,5,7547.540,"D","2a"
"00001626",2005-11-15 00:00:00,"RO",11000,5,7547.540,"D","2a"
"00005725",2005-11-15 00:00:00,"PG",13500,6,10785.700,"D","2a"
"00003681",2005-11-15 00:00:00,"PT",13500,3,6648.630,"D","3a"
"00004320",2005-11-15 00:00:00,"TN",13500,2,7000.000,"D","2a"
"00005860",2005-11-15 00:00:00,"RM",13310,2,2194.600,"E","3d"
"00011889",2005-11-15 00:00:00,"RA",21100,1,2824.270,"E","3d"
"00011217",2005-11-15 00:00:00,"RA",21100,1,2824.270,"E","3d"
"00000891",2005-11-15 00:00:00,"RA",21100,1,2824.270,"E","3d"
"00000138",2005-11-15 00:00:00,"RA",21100,1,2824.270,"E","3d"
"00012999",2005-11-15 00:00:00,"RA",21100,1,2824.270,"E","3a"
"00010703",2005-11-15 00:00:00,"RA",21100,1,2824.270,"E","3a"
"00012676",2005-11-15 00:00:00,"RA",21100,1,2824.270,"E","2a"
"00001660",2005-11-15 00:00:00,"RM",15400,1,494.450,"E","3d"
"00012791",2005-11-15 00:00:00,"PR",11000,7,9772.080,"D","2a"
"00003719",2005-11-15 00:00:00,"RO",11000,4,6038.040,"D","3d"
"00002634",2005-11-15 00:00:00,"RO",11000,4,6038.040,"D","3d"
"00012639",2005-11-15 00:00:00,"RO",11000,4,6038.040,"D","3a"
"00005145",2005-11-15 00:00:00,"RO",11000,4,6038.040,"D","3a"
"00009279",2005-11-15 00:00:00,"RO",11000,4,6038.040,"D","2a"
"00002615",2005-11-15 00:00:00,"SV",11000,3,7000.000,"D","2a"
"00010388",2005-11-15 00:00:00,"PR",11000,7,9772.080,"D","3d"
"00004669",2005-11-15 00:00:00,"RO",11000,3,6100.000,"D","3a"
"00000587",2005-11-15 00:00:00,"SV",11000,4,6038.040,"D","2a"
"00011088",2005-11-15 00:00:00,"SV",11000,4,6038.040,"D","3d"
"00005311",2005-11-15 00:00:00,"RO",11000,3,4528.530,"E","5d"
"00005273",2005-11-15 00:00:00,"RO",11000,3,4528.530,"E","3d"
"00004115",2005-11-15 00:00:00,"PR",11000,8,10884.350,"D","2a"
"00013430",2005-11-15 00:00:00,"PR",11000,8,10884.350,"D","2a"
"00003955",2005-11-15 00:00:00,"PR",11000,8,10884.350,"D","3a"
"00001503",2005-11-15 00:00:00,"PR",11000,8,10884.350,"D","4d"
"00001067",2005-11-15 00:00:00,"PR",11000,9,11996.620,"D","2a"
"00003510",2005-11-15 00:00:00,"PR",11000,9,11996.620,"D","2a"
"00007323",2005-11-15 00:00:00,"RM",15400,1,494.450,"E","5d"
"00014179",2005-11-15 00:00:00,"RM",15400,1,494.450,"E","T8"
"00009463",2005-11-15 00:00:00,"RM",21100,2,5648.540,"E","3a"
"00001227",2005-11-15 00:00:00,"PE",11000,3,4528.530,"E","5d"
"00008143",2005-11-15 00:00:00,"TN",22100,4,9056.920,"D","2a"
"00002163",2005-11-15 00:00:00,"TN",21100,4,11297.080,"D","3d"
"00008796",2005-11-15 00:00:00,"TN",21100,4,11297.080,"D","3d"
"00007688",2005-11-15 00:00:00,"TN",13500,2,7000.000,"D","3d"
"00011266",2005-11-15 00:00:00,"TN",13500,2,7000.000,"D","3d"
"00011660",2005-11-15 00:00:00,"TN",13500,2,7000.000,"D","3d"
"00013893",2005-11-15 00:00:00,"RM",15400,2,988.900,"E","3a"
"00003588",2005-11-15 00:00:00,"RM",13310,3,3291.900,"E","2b"
"00009729",2005-11-15 00:00:00,"TV",11000,2,3019.020,"E","T8"
"00006731",2005-11-15 00:00:00,"TV",11000,2,3019.020,"E","T8"
"00011452",2005-11-15 00:00:00,"TV",11000,2,3019.020,"E","4d"
"00009430",2005-11-15 00:00:00,"TV",11000,2,3019.020,"E","4b"
"00009950",2005-11-15 00:00:00,"TV",11000,2,3019.020,"E","3d"
"00009760",2005-11-15 00:00:00,"TV",11000,2,3019.020,"E","3d"
"00007067",2005-11-15 00:00:00,"TV",11000,2,3019.020,"E","3d"
"00007046",2005-11-15 00:00:00,"TV",11000,2,3019.020,"E","3d"
"00005331",2005-11-15 00:00:00,"TV",11000,2,3019.020,"E","3d"
"00005271",2005-11-15 00:00:00,"TV",11000,2,3019.020,"E","3d"
"00003292",2005-11-15 00:00:00,"TV",11000,2,3019.020,"E","3d"
"00003180",2005-11-15 00:00:00,"TV",11000,2,3019.020,"E","3d"
"00003088",2005-11-15 00:00:00,"TV",11000,2,3019.020,"E","3d"
"00003082",2005-11-15 00:00:00,"TV",11000,2,3019.020,"E","3d"
"00002061",2005-11-15 00:00:00,"TV",11000,2,3019.020,"E","3d"
"00001636",2005-11-15 00:00:00,"TV",11000,2,3019.020,"E","3d"
"00012460",2005-11-15 00:00:00,"TV",11000,2,3019.020,"E","3a"
"00012459",2005-11-15 00:00:00,"TV",11000,2,3019.020,"E","3a"
"00010269",2005-11-15 00:00:00,"TV",11000,2,3019.020,"E","3a"
"00009737",2005-11-15 00:00:00,"TV",11000,2,3019.020,"E","3a"
"00009016",2005-11-15 00:00:00,"TV",11000,2,3019.020,"E","3a"
"00008858",2005-11-15 00:00:00,"TV",11000,2,3019.020,"E","3a"
"00007897",2005-11-15 00:00:00,"TV",11000,2,3019.020,"E","3a"
"00006133",2005-11-15 00:00:00,"TV",11000,2,3019.020,"E","3a"
"00000192",2005-11-15 00:00:00,"TV",11000,2,3019.020,"E","3a"
"00001017",2005-11-15 00:00:00,"PR",11000,9,11996.620,"D","3a"
"00012911",2005-11-15 00:00:00,"PR",11000,9,11996.620,"D","3a"
"00012312",2005-11-15 00:00:00,"PR",11100,10,10185.930,"D","3a"
"00013475",2005-11-15 00:00:00,"TV",11000,1,8000.000,"D","3a"
"00008419",2005-11-15 00:00:00,"RO",11000,1,1509.510,"E","5d"
"00006155",2005-11-15 00:00:00,"RO",11000,1,1509.510,"E","3d"
"00008640",2005-11-15 00:00:00,"RM",15400,2,988.900,"E","3d"
"00003377",2005-11-15 00:00:00,"RO",11000,1,1509.510,"E","2a"
"00013685",2005-11-15 00:00:00,"RM",15400,2,988.900,"E","T8"
"00000666",2005-11-15 00:00:00,"RM",21100,2,5648.540,"E","3d"
"00010292",2005-11-15 00:00:00,"TN",21100,4,11297.080,"D","3d"
"00009911",2005-11-15 00:00:00,"PC",35120,10,4937.000,"E","3d"
"00013188",2005-11-15 00:00:00,"RA",15400,11,6321.890,"D","5d"
"00008827",2005-11-15 00:00:00,"PC",35120,30,6661.000,"D","5d"
"00003528",2005-11-15 00:00:00,"PR",11200,1,1163.110,"E","3d"
"00013949",2005-11-15 00:00:00,"TN",21100,4,11297.080,"D","3d"
"00000967",2005-11-15 00:00:00,"RM",21100,2,5648.540,"E","3d"
"00008204",2005-11-15 00:00:00,"PC",35300,16,5573.000,"E","2a"
"00000702",2005-11-15 00:00:00,"RA",15400,8,4838.540,"E","2a"
"00006188",2005-11-15 00:00:00,"RM",21100,2,5648.540,"E","3d"
"00003970",2005-11-15 00:00:00,"RA",15400,5,3355.190,"E","2a"
"00003965",2005-11-15 00:00:00,"RA",15400,1,494.450,"E","3d"
"00009432",2005-11-15 00:00:00,"SV",11000,4,9000.000,"D","2a"
"00007817",2005-11-15 00:00:00,"TN",13500,2,7000.000,"D","5a"
"00004536",2005-11-15 00:00:00,"RM",15400,3,1483.350,"E","2a"
"00000189",2005-11-15 00:00:00,"SV",11000,5,7547.540,"D","3a"
"00000799",2005-11-15 00:00:00,"RA",15100,5,8437.290,"D","3d"
"00002471",2005-11-15 00:00:00,"RM",15400,3,1483.350,"E","3a"
"00001631",2005-11-15 00:00:00,"PC",41110,380,6542.000,"D","4d"
"00000954",2005-11-15 00:00:00,"RA",15100,3,4571.880,"E","2a"
"00011614",2005-11-15 00:00:00,"PC",41200,195,6967.350,"D","3a"
"00014168",2005-11-15 00:00:00,"RM",15400,3,1483.350,"E","3d"
"00010282",2005-11-15 00:00:00,"SV",11000,5,7547.540,"D","3a"
"00006452",2005-11-15 00:00:00,"PC",42200,1,682.000,"E","1d"
"00012686",2005-11-15 00:00:00,"SV",11000,5,7547.540,"D","3a"
"00006912",2005-11-15 00:00:00,"RA",15100,2,3047.920,"E","2d"
"00003387",2005-11-15 00:00:00,"SV",11000,5,7547.540,"D","3d"
"00004601",2005-11-15 00:00:00,"RM",15400,3,1483.350,"E","5d"
"00011589",2005-11-15 00:00:00,"RA",15100,1,1523.960,"E","2a"
"00005940",2005-11-15 00:00:00,"SV",11000,5,7547.540,"D","3d"
"00012944",2005-11-15 00:00:00,"RA",14400,8,3273.120,"E","5a"
"00006716",2005-11-15 00:00:00,"RA",14400,6,2604.160,"E","3a"
"00004048",2005-11-15 00:00:00,"RA",14400,4,1815.720,"E","T8"
"00013288",2005-11-15 00:00:00,"SV",11000,5,7547.540,"D","3d"
"00013872",2005-11-15 00:00:00,"SV",11000,5,7547.540,"D","3d"
"00013565",2005-11-15 00:00:00,"RA",13500,14,2000.000,"E","3d"
"00010557",2005-11-15 00:00:00,"TO",11000,8,10884.350,"D","3d"
"00004509",2005-11-15 00:00:00,"PC",42200,3,2046.000,"E","3d"
"00007540",2005-11-15 00:00:00,"RA",13500,9,2000.000,"E","2a"
"00008575",2005-11-15 00:00:00,"TO",11000,8,10884.350,"D","3d"
