Post_ID;Caption_Length;ZCaption_Length;Topic_Prod_Features;Topic_Prod_Features_Positive;Topic_Prod_Features_Negative;Topic_Promo_Deal;Topic_Promo_Deal_Positive;Topic_Promo_Deal_Negative;Topic_Lifestyle_Values;Topic_Lifestyle_Values_Positive;Topic_Lifestyle_Values_Negative;Topic_CTA;Topic_CTA_Positive;Topic_CTA_Negative;Product_Category;Platform;Post_Type;Influencer_Gender;Influencer_Age;Influencer_Tier;Follower_Count_K;Caption_Sentiment;Engagement_Rate;Click_Through;Comment_Count
220;75;14.828;1;1;0;0;0;0;0;0;0;1;1;0;1;1;1;0;26.6;1;215.5;2;8.6;1;75
221;20;-0.9467;0;0;0;1;1;0;0;0;0;0;0;0;2;1;0;0;30.4;0;31.5;3;8.0;0;9
222;32;-0.4166;0;0;0;0;0;0;1;1;0;1;1;0;1;1;1;1;21.6;0;22.9;5;12.11;0;79
223;30;-0.505;1;1;0;0;0;0;1;1;0;1;1;0;2;0;1;0;19.2;0;48.8;4;8.72;1;26
224;48;0.2901;0;0;0;1;1;0;1;1;0;1;1;0;0;0;1;0;31.1;0;29.5;4;11.02;1;34
225;53;0.511;1;0;0;1;1;0;0;0;0;1;1;0;1;0;1;0;28.9;1;229.3;1;5.86;1;65
226;23;-0.8142;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;22.5;1;618.5;1;5.7;0;36
227;38;-0.1516;0;0;0;0;0;0;1;1;0;1;0;0;1;1;1;1;22.7;0;17.2;4;7.74;1;24
228;12;-13.001;1;1;0;0;0;0;0;0;0;0;0;0;2;0;1;1;32.6;1;284.4;5;4.32;0;34
229;81;17.479;1;0;1;1;1;0;1;1;0;0;0;0;0;1;0;1;21.1;1;358.0;5;6.0;1;74
230;28;-0.5933;1;1;0;1;0;0;1;1;0;0;0;0;1;1;1;0;35.2;1;207.3;2;8.01;0;66
231;38;-0.1516;0;0;0;1;1;0;1;0;1;1;1;0;0;1;1;0;22.5;0;7.3;4;10.75;1;112
232;31;-0.4608;1;1;0;0;0;0;0;0;0;1;1;0;1;0;1;1;30.2;0;24.2;5;7.43;1;13
233;69;12.178;1;1;0;0;0;0;1;1;0;1;1;0;1;1;1;0;25.4;0;42.5;4;8.51;1;88
234;8;-14.768;1;1;0;1;1;0;0;0;0;0;0;0;2;0;1;0;30.0;1;277.5;5;7.05;0;48
235;36;-0.2399;1;1;0;1;1;0;1;1;0;0;0;0;1;0;1;0;24.3;0;15.1;2;8.01;1;16
236;35;-0.2841;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;26.2;0;15.2;5;9.28;1;45
237;29;-0.5492;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;27.2;0;41.8;5;7.06;1;14
238;95;23.663;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;22.0;1;774.2;5;4.95;1;23
239;22;-0.8584;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;30.7;0;9.3;4;8.91;1;25
240;56;0.6435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.4;1;148.0;4;2.9;0;69
241;45;0.1576;1;1;0;0;0;0;0;0;0;0;0;0;2;1;1;0;25.9;1;553.8;5;7.0;1;45
242;73;13.945;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;22.0;0;44.2;3;6.56;0;17
243;25;-0.7258;0;0;0;0;0;0;1;1;0;1;1;0;1;1;1;0;18.0;1;481.3;3;8.04;0;121
244;24;-0.77;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;26.0;0;14.5;4;7.69;0;4
245;67;11.295;1;1;0;1;1;0;1;1;0;0;0;0;2;0;1;1;39.1;1;428.3;5;4.2;1;47
246;46;0.2018;1;1;0;0;0;0;1;1;0;0;0;0;1;1;1;0;30.9;0;7.3;5;10.05;0;96
247;16;-11.234;1;1;0;0;0;0;0;0;0;1;1;0;0;0;1;1;26.9;1;370.6;3;7.54;1;50
248;27;-0.6375;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;25.7;1;533.9;5;5.24;0;28
249;45;0.1576;1;1;0;0;0;0;1;1;0;1;1;0;1;1;1;1;27.1;1;608.9;5;8.07;1;140
250;58;0.7319;1;1;0;1;1;0;0;0;0;1;1;0;0;1;0;1;29.7;1;224.2;2;7.14;1;50
251;25;-0.7258;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;21.1;0;28.8;4;9.47;0;12
252;8;-14.768;0;0;0;1;1;0;0;0;0;1;1;0;1;0;0;0;32.6;1;251.9;3;4.1;0;14
253;49;0.3343;1;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;30.6;1;199.0;3;11.79;1;63
254;19;-0.9909;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;30.6;0;41.2;5;4.83;0;13
255;12;-13.001;0;0;0;0;0;0;0;0;0;1;0;0;2;0;1;1;29.2;0;39.2;4;6.79;1;7
256;8;-14.768;1;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;27.1;1;327.7;4;8.22;0;207
257;57;0.6877;1;1;0;0;0;0;0;0;0;1;1;0;1;1;1;1;30.4;1;613.5;5;7.21;0;63
258;39;-0.1074;0;0;0;1;1;0;0;0;0;0;0;0;1;1;1;1;30.0;1;722.7;4;7.22;0;82
259;32;-0.4166;1;1;0;0;0;0;0;0;0;1;1;0;1;1;0;1;25.2;0;21.2;5;7.29;0;30
260;79;16.595;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;24.1;1;187.1;4;3.57;0;23
261;52;0.4668;0;0;0;0;0;0;1;1;0;1;1;0;0;1;0;0;27.5;0;35.6;5;9.75;1;47
262;89;21.013;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;34.7;1;332.5;3;8.75;1;109
263;17;-10.792;1;1;0;0;0;0;1;1;0;1;1;0;2;0;1;0;20.8;0;6.6;5;7.62;1;43
264;36;-0.2399;0;0;0;0;0;0;1;1;0;1;1;0;1;0;1;0;19.7;1;96.8;3;7.51;0;71
265;15;-11.676;0;0;0;0;0;0;1;0;0;1;1;0;0;1;1;0;27.8;1;414.6;3;10.67;0;278
266;32;-0.4166;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;0;27.3;0;13.7;5;5.75;0;11
267;32;-0.4166;0;0;0;1;1;0;0;0;0;1;1;0;0;1;1;1;27.9;1;236.4;4;11.27;1;135
268;52;0.4668;1;1;0;1;1;0;0;0;0;1;1;0;0;1;1;0;28.2;0;16.7;4;11.12;0;58
269;38;-0.1516;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;25.9;1;656.6;4;3.06;0;68
270;52;0.4668;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;34.4;1;706.6;5;4.74;1;33
271;54;0.5552;1;1;0;1;1;0;1;1;0;1;1;0;2;1;1;0;19.0;0;18.4;3;9.42;1;70
272;120;34.707;1;1;0;0;0;0;1;1;0;1;1;0;1;1;1;0;22.9;1;694.0;2;5.93;0;161
273;31;-0.4608;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;26.5;1;692.9;3;7.46;0;50
274;22;-0.8584;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;18.8;0;15.8;4;8.69;0;17
275;42;0.0251;1;1;0;0;0;0;1;1;0;1;1;0;2;0;1;1;26.1;0;35.3;3;9.29;1;22
276;24;-0.77;1;1;0;0;0;0;0;0;0;1;1;0;2;0;1;0;35.3;1;567.7;4;8.12;0;31
277;83;18.362;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;1;27.1;1;758.8;4;4.96;1;51
278;31;-0.4608;0;0;0;1;1;0;1;1;0;1;1;0;1;1;0;0;28.2;1;561.9;2;9.67;0;112
279;27;-0.6375;0;0;0;1;1;0;0;0;0;0;0;0;2;1;1;0;20.7;1;298.7;4;6.98;1;38
280;28;-0.5933;1;1;0;1;1;0;1;1;0;1;1;0;2;1;1;0;23.9;0;12.0;5;15.08;1;63
281;54;0.5552;1;1;0;0;0;0;1;1;0;0;0;0;0;1;1;1;25.1;1;534.3;3;7.62;0;152
282;34;-0.3283;1;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;25.4;0;21.2;4;9.69;0;39
283;26;-0.6817;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;33.4;0;35.2;4;8.95;1;19
284;91;21.896;0;0;0;1;0;0;0;0;0;1;1;0;2;0;1;1;29.8;0;17.2;4;6.39;1;35
285;23;-0.8142;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;21.4;0;8.7;4;6.61;0;16
286;37;-0.1958;0;0;0;1;1;0;0;0;0;1;1;0;1;0;1;0;28.2;0;49.7;4;8.57;0;13
287;52;0.4668;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;29.5;0;12.0;4;3.56;0;11
288;15;-11.676;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;32.7;1;764.3;1;8.15;1;30
289;48;0.2901;0;0;0;0;0;0;0;0;0;1;1;0;2;0;1;0;34.9;0;49.0;4;7.88;0;23
290;20;-0.9467;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;21.9;0;40.7;4;9.91;1;20
291;58;0.7319;1;1;0;0;0;0;1;1;0;1;1;0;2;0;0;1;22.9;0;34.7;1;1.34;1;20
292;22;-0.8584;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;20.7;0;31.0;4;2.9;0;9
293;54;0.5552;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;25.8;0;44.0;5;8.32;1;47
294;67;11.295;1;0;1;0;0;0;1;1;0;0;0;0;1;0;1;0;29.3;0;18.0;4;7.39;0;17
295;59;0.7761;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;31.9;1;693.9;4;5.1;0;53
296;42;0.0251;0;0;0;1;1;0;0;0;0;1;1;0;2;1;1;1;26.6;1;148.8;5;8.55;1;68
297;32;-0.4166;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;25.4;1;578.8;4;8.4;1;38
298;27;-0.6375;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;27.8;0;24.2;4;3.91;0;10
299;82;17.921;1;1;0;0;0;0;1;1;0;1;0;0;2;1;1;1;22.8;0;19.9;5;9.18;1;69
300;25;-0.7258;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;37.4;1;239.2;5;7.0;0;51
301;21;-0.9025;1;1;0;1;1;0;1;0;1;1;1;0;2;0;1;0;19.0;0;43.3;4;9.23;1;29
302;53;0.511;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;27.9;0;14.1;4;8.6;0;29
303;24;-0.77;1;0;0;1;1;0;0;0;0;1;1;0;0;1;1;0;37.1;0;47.0;4;14.99;1;29
304;22;-0.8584;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;27.0;0;36.0;5;9.71;0;23
305;17;-10.792;1;0;1;0;0;0;1;1;0;1;1;0;2;1;1;1;26.0;0;42.0;4;9.85;1;42
306;28;-0.5933;1;1;0;0;0;0;1;1;0;1;1;0;0;1;0;0;25.2;0;30.0;2;10.88;0;37
307;35;-0.2841;1;1;0;0;0;0;1;0;1;0;0;0;2;0;0;1;26.1;1;337.5;5;3.92;0;20
308;42;0.0251;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;33.9;0;5.7;4;5.42;1;16
309;62;0.9086;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;18.0;1;677.3;2;10.46;1;107
310;49;0.3343;1;0;0;0;0;0;0;0;0;1;1;0;2;0;1;1;34.7;1;461.7;4;5.99;1;45
311;33;-0.3725;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;19.9;1;191.9;4;1.8;0;37
312;33;-0.3725;0;0;0;1;1;0;1;0;1;1;0;1;0;0;1;0;25.7;1;590.3;5;7.44;1;138
313;48;0.2901;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;24.9;1;433.3;3;4.68;1;48
314;74;14.387;0;0;0;0;0;0;0;0;0;1;1;0;2;1;1;0;29.9;0;14.5;5;9.99;1;62
315;39;-0.1074;1;1;0;0;0;0;0;0;0;1;1;0;1;1;0;0;19.0;0;39.4;4;10.05;1;33
316;28;-0.5933;1;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;29.3;0;16.4;2;11.71;1;43
317;21;-0.9025;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;37.1;1;672.2;5;9.07;0;23
318;17;-10.792;0;0;0;1;1;0;0;0;0;1;1;0;1;0;0;1;20.2;1;582.0;4;5.36;0;15
319;53;0.511;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;27.9;0;10.7;3;7.79;0;15
320;50;0.3785;1;1;0;0;0;0;1;0;0;1;1;0;2;0;1;1;23.7;1;679.1;4;6.56;1;90
321;50;0.3785;0;0;0;0;0;0;1;1;0;1;1;0;2;1;0;1;29.1;0;35.3;5;8.54;1;31
322;34;-0.3283;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;27.1;1;572.8;3;8.71;1;108
323;79;16.595;1;1;0;1;1;0;1;1;0;1;1;0;2;1;0;0;23.8;0;19.6;3;7.69;1;70
324;28;-0.5933;1;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;29.4;0;35.4;2;5.44;1;8
325;62;0.9086;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;36.0;0;31.7;3;6.14;0;31
326;36;-0.2399;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;26.0;0;32.1;5;10.78;1;41
327;26;-0.6817;1;1;0;1;0;0;0;0;0;0;0;0;1;1;1;1;30.6;0;35.7;4;9.72;0;31
328;51;0.4227;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;1;20.5;0;30.9;3;11.02;1;76
329;46;0.2018;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0;1;22.2;1;85.4;3;3.41;1;9
330;45;0.1576;1;1;0;1;1;0;1;0;1;1;1;0;1;0;1;0;29.4;0;17.4;3;8.03;1;11
331;38;-0.1516;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;34.4;0;39.6;5;7.54;1;31
332;36;-0.2399;0;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;28.8;1;523.5;3;7.87;1;80
333;136;41.774;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;25.4;1;252.9;5;2.55;0;29
334;70;1.262;0;0;0;1;1;0;0;0;0;1;0;0;1;0;1;0;27.0;0;15.5;4;7.66;0;12
335;54;0.5552;1;0;1;1;1;0;1;1;0;1;1;0;1;0;1;0;20.7;0;33.1;3;10.61;1;21
336;39;-0.1074;0;0;0;0;0;0;0;0;0;1;1;0;2;0;1;1;30.0;0;38.6;5;7.17;1;19
337;64;0.9969;1;1;0;1;1;0;0;0;0;0;0;0;0;1;1;0;31.4;0;14.8;4;9.41;1;49
338;49;0.3343;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;24.7;1;344.8;4;4.53;1;33
339;37;-0.1958;1;1;0;1;1;0;1;1;0;0;0;0;0;0;1;0;24.6;0;10.9;5;9.34;0;21
340;31;-0.4608;1;1;0;0;0;0;0;0;0;1;1;0;2;0;0;0;28.3;0;32.3;2;5.65;0;7
341;35;-0.2841;1;1;0;1;0;1;1;1;0;0;0;0;2;0;1;0;24.8;1;458.2;2;5.74;1;29
342;8;-14.768;1;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;26.7;0;7.0;4;6.97;1;12
343;41;-0.0191;1;1;0;1;1;0;1;1;0;1;1;0;1;0;0;0;37.5;0;38.0;3;7.44;1;15
344;28;-0.5933;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;25.8;0;20.4;3;6.29;0;25
345;88;20.571;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;1;25.2;1;308.1;1;4.52;1;66
346;37;-0.1958;1;1;0;1;0;0;1;1;0;0;0;0;2;1;1;1;23.8;0;46.8;1;9.06;0;16
347;19;-0.9909;1;1;0;0;0;0;1;1;0;1;1;0;1;1;1;1;30.7;1;380.5;5;9.95;1;130
348;36;-0.2399;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;26.1;0;25.9;2;6.18;1;15
349;21;-0.9025;0;0;0;1;1;0;1;1;0;0;0;0;1;0;0;1;23.8;0;5.6;4;4.84;0;8
350;47;0.246;0;0;0;0;0;0;0;0;0;1;1;0;2;1;0;1;33.6;1;430.8;4;7.94;1;25
351;43;0.0693;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;34.1;1;153.8;4;6.29;1;34
352;62;0.9086;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;24.0;1;787.1;1;3.12;0;52
353;24;-0.77;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;18.0;1;237.5;5;9.23;0;35
354;37;-0.1958;1;1;0;0;0;0;0;0;0;1;1;0;2;0;0;1;32.0;1;105.0;1;4.85;0;11
355;17;-10.792;1;1;0;0;0;0;0;0;0;1;1;0;0;0;1;1;23.6;0;29.7;5;9.62;1;21
356;54;0.5552;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;31.0;0;12.9;5;13.4;1;69
357;49;0.3343;1;1;0;0;0;0;1;1;0;1;1;0;0;0;1;1;18.0;1;361.4;4;8.06;0;56
358;48;0.2901;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;31.5;0;34.9;4;7.9;1;41
359;37;-0.1958;1;1;0;1;1;0;1;0;1;1;1;0;1;1;1;1;20.9;1;638.8;4;9.79;1;86
360;46;0.2018;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;30.7;1;196.8;4;6.58;0;32
361;88;20.571;0;0;0;0;0;0;1;1;0;1;1;0;1;0;1;1;27.1;0;45.1;5;6.72;1;49
362;31;-0.4608;1;1;0;1;1;0;1;1;0;1;1;0;1;1;0;0;22.2;0;31.0;5;11.38;1;34
363;39;-0.1074;0;0;0;1;1;0;0;0;0;1;1;0;0;0;1;0;25.0;1;364.2;3;5.55;1;26
364;20;-0.9467;0;0;0;1;1;0;0;0;0;0;0;0;2;1;1;0;30.4;0;27.5;4;11.21;1;31
365;23;-0.8142;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;27.5;1;242.5;5;6.66;0;40
366;39;-0.1074;1;1;0;0;0;0;0;0;0;0;0;0;2;0;1;1;29.9;0;9.0;5;4.79;0;22
367;67;11.295;0;0;0;1;1;0;1;1;0;1;1;0;1;1;0;1;36.9;1;434.7;4;7.42;0;113
368;32;-0.4166;1;1;0;1;1;0;1;1;0;1;1;0;0;1;1;1;19.2;0;20.3;4;13.42;1;40
369;32;-0.4166;0;0;0;1;1;0;0;0;0;1;1;0;1;0;0;0;35.1;1;497.0;3;5.6;1;19
370;29;-0.5492;1;1;0;1;1;0;0;0;0;1;0;1;0;0;1;0;27.5;0;23.3;5;7.69;1;4
371;27;-0.6375;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;22.5;1;376.4;2;2.75;0;31
372;43;0.0693;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;20.3;0;37.2;4;5.53;0;12
373;16;-11.234;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;26.1;1;308.8;3;5.38;1;15
374;74;14.387;1;0;1;0;0;0;0;0;0;1;1;0;2;1;1;0;31.6;1;91.0;3;8.86;1;64
375;25;-0.7258;0;0;0;1;1;0;0;0;0;1;1;0;0;0;1;0;26.4;0;36.4;4;9.99;0;30
376;54;0.5552;1;1;0;0;0;0;0;0;0;1;1;0;2;0;1;0;34.6;0;45.5;5;8.57;1;18
377;18;-10.351;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;19.7;0;40.6;2;11.94;1;30
378;53;0.511;0;0;0;1;1;0;1;1;0;0;0;0;1;0;1;0;26.9;1;50.2;4;5.53;0;85
379;53;0.511;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;20.7;1;736.3;2;6.41;0;41
380;45;0.1576;0;0;0;1;0;0;1;1;0;1;1;0;1;0;0;1;28.8;0;47.6;3;9.67;1;18
381;21;-0.9025;0;0;0;1;1;0;1;1;0;1;1;0;0;0;1;1;31.4;0;18.3;4;12.72;0;74
382;42;0.0251;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;24.9;0;5.1;4;5.9;0;25
383;19;-0.9909;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;18.0;1;140.3;3;9.46;0;36
384;32;-0.4166;1;1;0;0;0;0;1;1;0;0;0;0;0;1;1;1;28.0;0;14.8;3;10.77;1;64
385;64;0.9969;0;0;0;0;0;0;1;1;0;1;1;0;1;1;0;0;29.2;1;593.0;2;8.24;1;50
386;57;0.6877;0;0;0;0;0;0;1;1;0;1;1;0;2;1;1;0;29.0;0;33.5;3;9.26;0;143
387;37;-0.1958;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;33.2;1;372.9;5;1.94;0;7
388;21;-0.9025;1;0;0;1;1;0;1;1;0;0;0;0;2;0;1;0;21.6;0;5.7;5;7.5;1;80
389;52;0.4668;1;1;0;0;0;0;0;0;0;1;1;0;2;1;1;0;30.4;0;37.8;3;8.74;0;81
390;37;-0.1958;0;0;0;1;1;0;1;1;0;0;0;0;1;1;0;0;33.0;1;311.6;4;8.52;1;35
391;10;-13.885;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;18.1;1;331.1;5;6.58;0;54
392;56;0.6435;0;0;0;0;0;0;0;0;0;1;1;0;2;0;0;0;28.6;1;516.0;1;2.48;0;31
393;36;-0.2399;0;0;0;1;1;0;1;0;0;1;1;0;1;0;1;0;24.5;0;20.4;5;6.44;0;36
394;71;13.061;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;26.6;0;11.1;5;9.13;1;37
395;20;-0.9467;1;0;0;0;0;0;1;1;0;1;1;0;0;0;1;0;28.7;1;76.7;2;10.33;1;92
396;8;-14.768;1;1;0;1;1;0;0;0;0;0;0;0;1;1;1;0;24.6;0;42.4;3;10.05;0;27
397;43;0.0693;0;0;0;1;1;0;1;1;0;1;1;0;1;1;0;1;23.6;0;46.3;5;9.54;0;42
398;43;0.0693;0;0;0;1;1;0;0;0;0;0;0;0;2;0;1;0;27.2;0;34.2;4;7.45;0;10
399;14;-12.118;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;21.6;0;9.7;1;9.73;1;33
400;21;-0.9025;1;0;1;0;0;0;0;0;0;1;1;0;1;1;1;0;21.6;1;79.2;3;9.83;0;87
401;167;55.468;1;1;0;1;1;0;0;0;0;1;1;0;2;0;1;0;30.4;0;37.8;4;3.86;1;61
402;31;-0.4608;1;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;21.3;0;40.1;4;8.07;0;58
403;55;0.5994;1;1;0;0;0;0;1;1;0;0;0;0;1;0;0;1;30.3;0;10.3;5;3.78;0;9
404;26;-0.6817;1;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;29.3;0;5.0;5;8.91;0;32
405;12;-13.001;0;0;0;0;0;0;1;1;0;1;1;0;1;0;0;0;18.4;0;37.0;3;6.88;1;17
406;33;-0.3725;1;1;0;0;0;0;0;0;0;1;1;0;2;1;0;0;23.6;0;21.0;4;8.66;1;58
407;32;-0.4166;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;33.0;0;16.5;4;6.24;0;5
408;29;-0.5492;1;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;22.1;1;699.5;4;1.71;0;25
409;34;-0.3283;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;24.7;0;29.3;3;9.77;1;69
410;42;0.0251;1;1;0;0;0;0;0;0;0;0;0;0;2;0;1;0;29.3;0;43.3;5;8.57;0;18
411;34;-0.3283;1;1;0;0;0;0;0;0;0;1;1;0;2;0;1;0;30.9;1;395.6;5;7.54;1;86
412;18;-10.351;1;1;0;1;1;0;0;0;0;0;0;0;2;1;0;0;25.7;1;791.6;4;8.9;1;34
413;48;0.2901;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;24.0;0;28.2;4;9.44;0;28
414;13;-12.559;0;0;0;1;0;0;1;0;1;1;1;0;2;1;1;1;34.1;0;8.8;3;9.67;1;37
415;12;-13.001;1;1;0;1;1;0;1;0;1;0;0;0;1;1;0;0;35.7;0;29.7;4;10.59;0;19
416;55;0.5994;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;31.9;1;236.5;4;6.05;1;47
417;48;0.2901;0;0;0;0;0;0;0;0;0;1;1;0;2;0;1;0;27.4;1;453.8;4;6.1;1;39
418;35;-0.2841;1;1;0;1;1;0;1;1;0;1;1;0;0;0;0;1;23.0;1;794.1;5;7.01;0;45
419;17;-10.792;1;1;0;0;0;0;0;0;0;1;1;0;2;1;0;0;22.8;0;15.8;4;4.68;0;4
420;25;-0.7258;0;0;0;0;0;0;1;1;0;1;1;0;0;1;1;1;29.6;1;123.0;4;13.04;1;175
421;32;-0.4166;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;29.1;0;19.2;5;8.14;1;19
422;15;-11.676;1;1;0;1;1;0;0;0;0;0;0;0;1;1;1;1;34.0;0;9.3;3;10.48;1;20
423;24;-0.77;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;30.3;0;13.0;4;6.24;0;17
424;52;0.4668;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;19.5;1;352.6;3;5.57;1;8
425;80;17.037;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;32.3;0;25.0;4;3.7;0;27
426;29;-0.5492;1;1;0;1;1;0;1;1;0;0;0;0;1;1;1;1;22.0;1;664.2;5;10.09;0;92
427;55;0.5994;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;25.1;0;44.3;4;3.37;1;11
428;13;-12.559;0;0;0;1;1;0;1;1;0;1;1;0;1;1;0;0;28.3;0;49.8;5;11.31;0;21
429;53;0.511;1;1;0;0;0;0;1;1;0;1;1;0;0;0;1;0;37.0;0;31.2;4;10.34;1;47
430;24;-0.77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42.5;0;41.6;3;5.9;0;16
431;43;0.0693;0;0;0;1;1;0;0;0;0;1;1;0;1;0;1;1;30.0;1;230.9;5;7.38;1;62
432;32;-0.4166;1;1;0;0;0;0;1;0;1;1;1;0;0;1;0;0;26.1;0;18.8;3;8.28;0;62
433;76;1.527;0;0;0;0;0;0;0;0;0;1;1;0;2;1;1;0;29.7;1;101.1;3;5.95;1;145
434;23;-0.8142;1;0;1;0;0;0;0;0;0;1;1;0;2;0;1;1;31.4;1;190.3;4;6.48;1;30
435;52;0.4668;1;1;0;1;1;0;1;1;0;1;1;0;1;0;1;0;25.4;1;466.7;3;8.49;0;33
436;31;-0.4608;0;0;0;0;0;0;1;1;0;1;1;0;1;1;0;1;36.0;0;19.2;1;6.49;0;35
437;34;-0.3283;1;1;0;1;1;0;0;0;0;1;1;0;2;0;1;0;28.2;0;11.0;4;9.09;1;17
438;33;-0.3725;1;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;29.5;0;33.5;4;8.62;0;70
439;23;-0.8142;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;30.3;1;706.9;4;8.68;0;101
440;36;-0.2399;1;1;0;1;1;0;0;0;0;1;1;0;0;0;1;1;29.1;1;729.0;5;6.07;0;97
441;35;-0.2841;0;0;0;0;0;0;1;1;0;1;1;0;2;0;1;0;31.2;0;36.2;4;7.44;1;48
442;42;0.0251;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;23.9;1;297.6;5;9.44;1;57
